YEAR,CARRIER,CARRIER_NAME,MANUFACTURE_YEAR,UNIQUE_CARRIER_NAME,SERIAL_NUMBER,TAIL_NUMBER,AIRCRAFT_STATUS,OPERATING_STATUS,NUMBER_OF_SEATS,MANUFACTURER,AIRCRAFT_TYPE,MODEL,CAPACITY_IN_POUNDS,ACQUISITION_DATE,AIRLINE_ID,UNIQUE_CARRIER
2022,F9,Frontier Airlines Inc.,2010,Frontier Airlines Inc.,4253,N205FR,b,N,180,Airbus,694,320-214,162000,3/30/2010 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2010,Frontier Airlines Inc.,4272,N206FR,b,N,180,Airbus,694,320-214,162000,4/26/2010 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2010,Frontier Airlines Inc.,4307,N207FR,b,Y,180,Airbus,694,320-214,162000,5/11/2010 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2011,Frontier Airlines Inc.,4668,N210FR,b,Y,180,Airbus,694,320-214,162000,4/21/2011 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2011,Frontier Airlines Inc.,4688,N211FR,b,Y,180,Airbus,694,320-214,162000,5/10/2011 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2011,Frontier Airlines Inc.,4705,N213FR,b,Y,180,Airbus,694,320-214,162000,5/19/2011 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2011,Frontier Airlines Inc.,4745,N216FR,b,Y,180,Airbus,694,320-214,162000,6/27/2011 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2014,Frontier Airlines Inc.,6184,N227FR,b,N,180,Airbus,694,320-214,162000,7/17/2014 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,5526,N228FR,b,Y,180,Airbus,694,320-214,162000,2/2/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,5581,N229FR,b,Y,180,Airbus,694,320-214,162000,4/22/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,6773,N230FR,b,Y,180,Airbus,694,320-214,162000,10/9/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,6838,N232FR,b,Y,180,Airbus,694,320-214,162000,11/19/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7095,N233FR,b,Y,180,Airbus,694,320-214,162000,5/11/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7272,N235FR,b,Y,180,Airbus,694,320-214,162000,9/8/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7389,N236FR,b,Y,180,Airbus,694,320-214,162000,11/17/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7458,N238FR,b,Y,180,Airbus,694,320-214,162000,12/20/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7141,N301FR,b,Y,186,Airbus,722,320-251N,162000,10/19/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7249,N303FR,b,Y,186,Airbus,722,320-251N,162000,11/14/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7367,N304FR,b,Y,186,Airbus,722,320-251N,162000,12/12/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7387,N305FR,b,Y,186,Airbus,722,320-251N,162000,12/29/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7472,N307FR,b,Y,186,Airbus,722,320-251N,162000,2/23/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7538,N308FR,b,Y,186,Airbus,722,320-251N,162000,4/4/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7555,N309FR,b,Y,186,Airbus,722,320-251N,162000,4/11/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7600,N310FR,b,Y,186,Airbus,722,320-251N,162000,5/18/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7642,N311FR,b,Y,186,Airbus,722,320-251N,162000,6/15/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7727,N313FR,b,Y,186,Airbus,722,320-251N,162000,9/5/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7768,N312FR,b,Y,186,Airbus,722,320-251N,162000,11/7/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7824,N316FR,b,Y,186,Airbus,722,320-251N,162000,10/12/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7835,N317FR,b,Y,186,Airbus,722,320-251N,162000,11/8/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7925,N323FR,b,Y,186,Airbus,722,320-251N,162000,12/4/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7946,N318FR,b,Y,186,Airbus,722,320-251N,162000,12/20/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7967,N324FR,b,Y,186,Airbus,722,320-251N,162000,12/14/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7983,N322FR,b,Y,186,Airbus,722,320-251N,162000,12/21/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8102,N326FR,b,Y,186,Airbus,722,320-251N,162000,3/6/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8118,N328FR,b,Y,186,Airbus,722,320-251N,162000,3/13/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8135,N329FR,b,Y,186,Airbus,722,320-251N,162000,4/19/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8219,N330FR,b,Y,186,Airbus,722,320-251N,162000,4/20/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8239,N331FR,b,Y,186,Airbus,722,320-251N,162000,6/5/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8306,N334FR,b,Y,186,Airbus,722,320-251N,162000,6/28/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8307,N332FR,b,Y,186,Airbus,722,320-251N,162000,8/29/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8320,N335FR,b,Y,186,Airbus,722,320-251N,162000,8/7/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8357,N336FR,b,Y,186,Airbus,722,320-251N,162000,7/31/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8380,N337FR,b,Y,186,Airbus,722,320-251N,162000,10/25/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8402,N338FR,b,Y,186,Airbus,722,320-251N,162000,8/30/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8516,N341FR,b,Y,186,Airbus,722,320-251N,162000,10/19/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8535,N339FR,b,Y,186,Airbus,722,320-251N,162000,10/25/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8537,N342FR,b,Y,186,Airbus,722,320-251N,162000,11/8/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8580,N343FR,b,Y,186,Airbus,722,320-251N,162000,12/11/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8639,N344FR,b,Y,186,Airbus,722,320-251N,162000,12/13/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,8642,N346FR,b,Y,186,Airbus,722,320-251N,162000,1/31/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,8766,N349FR,b,Y,186,Airbus,722,320-251N,162000,3/22/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,8811,N347FR,b,Y,186,Airbus,722,320-251N,162000,3/28/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,8857,N350FR,b,Y,186,Airbus,722,320-251N,162000,4/23/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,8913,N351FR,b,Y,186,Airbus,722,320-251N,162000,5/9/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,8954,N348FR,b,Y,186,Airbus,722,320-251N,162000,5/29/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,8976,N352FR,b,Y,186,Airbus,722,320-251N,162000,6/20/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,8977,N353FR,b,Y,186,Airbus,722,320-251N,162000,6/27/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9026,N354FR,b,Y,186,Airbus,722,320-251N,162000,6/28/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9065,N356FR,b,Y,186,Airbus,722,320-251N,162000,7/26/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9068,N358FR,b,Y,186,Airbus,722,320-251N,162000,8/15/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9177,N359FR,b,Y,186,Airbus,722,320-251N,162000,9/26/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9180,N360FR,b,Y,186,Airbus,722,320-251N,162000,10/17/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9221,N361FR,b,Y,186,Airbus,722,320-251N,162000,10/24/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9222,N362FR,b,Y,186,Airbus,722,320-251N,162000,10/25/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9260,N363FR,b,Y,186,Airbus,722,320-251N,162000,11/14/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9271,N364FR,b,Y,186,Airbus,722,320-251N,162000,12/10/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2019,Frontier Airlines Inc.,9340,N365FR,b,Y,186,Airbus,722,320-251N,162000,12/13/2019 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,10031,N369FR,b,Y,186,Airbus,722,320-251N,162000,7/28/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,10038,N370FR,b,Y,186,Airbus,722,320-251N,162000,3/16/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,10089,N371FR,b,Y,186,Airbus,722,320-251N,162000,7/30/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,10119,N372FR,b,Y,186,Airbus,722,320-251N,162000,9/10/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,10298,N375FR,b,Y,186,Airbus,722,320-251N,162000,12/15/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,10327,N376FR,b,Y,186,Airbus,722,320-251N,162000,12/3/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,9465,N366FR,b,Y,186,Airbus,722,320-251N,162000,3/2/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,9484,N367FR,b,Y,186,Airbus,722,320-251N,162000,2/29/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2020,Frontier Airlines Inc.,9549,N368FR,b,Y,186,Airbus,722,320-251N,162000,7/28/2020 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10384,N377FR,b,Y,186,Airbus,722,320-251N,162000,3/30/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10386,N378FR,b,Y,186,Airbus,722,320-251N,162000,4/20/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10451,N373FR,b,Y,186,Airbus,722,320-251N,162000,3/16/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10452,N374FR,b,Y,186,Airbus,722,320-251N,162000,4/29/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10510,N379FR,b,Y,186,Airbus,722,320-251N,162000,3/23/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10512,N380FR,b,Y,186,Airbus,722,320-251N,162000,5/19/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10544,N381FR,b,Y,186,Airbus,722,320-251N,162000,4/27/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10565,N382FR,b,Y,186,Airbus,722,320-251N,162000,7/20/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10584,N383FR,b,Y,186,Airbus,722,320-251N,162000,6/17/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10596,N384FR,b,Y,186,Airbus,722,320-251N,162000,8/18/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10622,N385FR,b,Y,186,Airbus,722,320-251N,162000,8/19/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10642,N386FR,b,Y,186,Airbus,722,320-251N,162000,9/29/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2021,Frontier Airlines Inc.,10708,N387FR,b,Y,186,Airbus,722,320-251N,162000,9/30/2021 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,10743,N389FR,b,Y,186,Airbus,722,320-251N,162000,3/10/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,10768,N388FR,b,Y,186,Airbus,722,320-251N,162000,1/20/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,10790,N390FR,b,Y,186,Airbus,722,320-251N,162000,4/15/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,10833,N392FR,b,Y,186,Airbus,722,320-251N,162000,6/30/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,10838,N391FR,b,Y,186,Airbus,722,320-251N,162000,4/28/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,10919,N393FR,b,Y,186,Airbus,722,320-251N,162000,8/4/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,10981,N394FR,b,Y,186,Airbus,722,320-251N,162000,8/23/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,11077,N395FR,b,Y,186,Airbus,722,320-251N,162000,10/11/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,11155,N396FR,b,Y,186,Airbus,722,320-251N,162000,11/30/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,6793,N701FR,b,Y,230,Airbus,699,321-211,206000,10/8/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,6825,N702FR,b,Y,230,Airbus,699,321-211,206000,10/28/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,6845,N704FR,b,Y,230,Airbus,699,321-211,206000,11/6/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,6891,N705FR,b,Y,230,Airbus,699,321-211,206000,12/10/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2015,Frontier Airlines Inc.,6926,N706FR,b,Y,230,Airbus,699,321-211,206000,12/29/2015 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7042,N708FR,b,Y,230,Airbus,699,321-211,206000,3/23/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7097,N709FR,b,Y,230,Airbus,699,321-211,206000,4/28/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7179,N710FR,b,Y,230,Airbus,699,321-211,206000,6/16/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7184,N711FR,b,Y,230,Airbus,699,321-211,206000,6/28/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7204,N712FR,b,Y,230,Airbus,699,321-211,206000,7/5/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7286,N713FR,b,Y,230,Airbus,699,321-211,206000,8/30/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7294,N714FR,b,Y,230,Airbus,699,321-211,206000,9/7/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2016,Frontier Airlines Inc.,7313,N715FR,b,Y,230,Airbus,699,321-211,206000,9/28/2016 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7524,N716FR,b,Y,230,Airbus,699,321-211,206000,1/29/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7536,N717FR,b,Y,230,Airbus,699,321-211,206000,2/14/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7575,N718FR,b,Y,230,Airbus,699,321-211,206000,3/8/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7736,N719FR,b,Y,230,Airbus,699,321-211,206000,6/19/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7852,N720FR,b,Y,230,Airbus,699,321-211,206000,10/6/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2017,Frontier Airlines Inc.,7884,N721FR,b,Y,230,Airbus,699,321-211,206000,11/29/2017 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8579,N722FR,b,Y,230,Airbus,699,321-211,206000,11/29/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2018,Frontier Airlines Inc.,8640,N723FR,b,Y,230,Airbus,699,321-211,206000,12/18/2018 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,11032,N603FR,b,Y,240,Airbus,721,321-271NX,206000,9/29/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,11086,N604FR,b,Y,240,Airbus,721,321-271NX,206000,12/22/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,11161,N605FR,b,Y,240,Airbus,721,321-271NX,206000,12/30/2022 0:00,20436,F9
2022,F9,Frontier Airlines Inc.,2022,Frontier Airlines Inc.,11195,N607FR,b,Y,240,Airbus,721,321-271NX,206000,12/28/2022 0:00,20436,F9
2022,DL,Delta Air Lines Inc.,2018,Delta Air Lines Inc.,50020,N101DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/25/2018 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2018,Delta Air Lines Inc.,50021,N102DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,12/17/2018 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2018,Delta Air Lines Inc.,50022,N103DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,12/7/2018 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2018,Delta Air Lines Inc.,50023,N104DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,12/31/2018 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50024,N105DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,2/15/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50025,N106DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,2/22/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50026,N107DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,3/1/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50027,N108DQ,O,Y,109,Airbus,7231,A220-100-PSGR,27700,4/26/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50028,N109DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,3/13/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50029,N110DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,3/28/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50030,N111NG,O,Y,109,Airbus,7231,A220-100-PSGR,27700,6/6/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50031,N112DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,4/18/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50032,N113DQ,O,Y,109,Airbus,7231,A220-100-PSGR,27700,5/20/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50033,N114DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,5/30/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50034,N115DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,6/18/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50035,N116DU,a,Y,109,Airbus,7231,A220-100-PSGR,27700,6/20/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50036,N117DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,6/25/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50037,N118DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,6/28/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50038,N119DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,7/12/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50039,N120DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,7/25/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50040,N121DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,8/9/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50041,N122DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,8/29/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50042,N123DQ,O,Y,109,Airbus,7231,A220-100-PSGR,27700,9/16/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50043,N124DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,9/23/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50044,N125DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,9/30/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50045,N126DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/10/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50046,N127DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/30/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2019,Delta Air Lines Inc.,50047,N128DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,11/21/2019 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50048,N129DU,a,Y,109,Airbus,7231,A220-100-PSGR,27700,1/24/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50049,N130DU,a,Y,109,Airbus,7231,A220-100-PSGR,27700,2/28/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50050,N131DU,a,Y,109,Airbus,7231,A220-100-PSGR,27700,3/6/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50051,N132DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/21/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50052,N133DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/22/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50053,N134DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/28/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50054,N135DQ,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/28/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50055,N136DQ,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/28/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50056,N137DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/29/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2020,Delta Air Lines Inc.,50057,N138DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,10/23/2020 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2021,Delta Air Lines Inc.,50058,N139DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,2/28/2021 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2021,Delta Air Lines Inc.,50059,N140DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,1/31/2021 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2021,Delta Air Lines Inc.,50061,N141DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,3/31/2021 0:00,19790,DL
2022,DL,Delta Air Lines Inc.,2022,Delta Air Lines Inc.,50060,N142DU,O,Y,109,Airbus,7231,A220-100-PSGR,27700,2/17/2022 0:00,19790,DL
